Year,Cause of Death,State,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2006,Chronic Lower Respiratory Disease,MN,0-79,2005 Fixed,Metropolitan,557,3798786,531,46,8.3
2006,Chronic Lower Respiratory Disease,MN,0-79,2005 Fixed,Nonmetropolitan,275,1168682,244,32,11.6
2006,Heart Disease,MN,0-79,2005 Fixed,All,2913,4967468,3358,11,0.4
2006,Heart Disease,MN,0-79,2005 Fixed,Metropolitan,1930,3798786,2346,11,0.6
2006,Heart Disease,MN,0-79,2005 Fixed,Nonmetropolitan,983,1168682,1012,33,3.4
2006,Stroke,MN,0-79,2005 Fixed,All,732,4967468,651,81,11.1
2006,Stroke,MN,0-79,2005 Fixed,Metropolitan,522,3798786,450,72,13.8
2006,Stroke,MN,0-79,2005 Fixed,Nonmetropolitan,210,1168682,201,18,8.6
2006,Unintentional Injury,MN,0-79,2005 Fixed,All,1295,4967468,911,384,29.7
2006,Unintentional Injury,MN,0-79,2005 Fixed,Metropolitan,871,3798786,688,183,21
2006,Unintentional Injury,MN,0-79,2005 Fixed,Nonmetropolitan,424,1168682,223,201,47.4
2006,Cancer,MS,0-79,2005 Fixed,All,4688,2814010,3141,1549,33
2006,Cancer,MS,0-79,2005 Fixed,Metropolitan,1906,1233394,1291,618,32.4
2006,Cancer,MS,0-79,2005 Fixed,Nonmetropolitan,2782,1580616,1850,932,33.5
2006,Chronic Lower Respiratory Disease,MS,0-79,2005 Fixed,All,849,2814010,463,386,45.5
2006,Chronic Lower Respiratory Disease,MS,0-79,2005 Fixed,Metropolitan,334,1233394,187,147,44
2006,Chronic Lower Respiratory Disease,MS,0-79,2005 Fixed,Nonmetropolitan,515,1580616,277,238,46.2
2006,Heart Disease,MS,0-79,2005 Fixed,All,4404,2814010,1969,2435,55.3
2006,Heart Disease,MS,0-79,2005 Fixed,Metropolitan,1723,1233394,807,916,53.2
2006,Heart Disease,MS,0-79,2005 Fixed,Nonmetropolitan,2681,1580616,1162,1519,56.7
2006,Stroke,MS,0-79,2005 Fixed,All,858,2814010,387,471,54.9
2006,Stroke,MS,0-79,2005 Fixed,Metropolitan,298,1233394,157,141,47.3
2006,Stroke,MS,0-79,2005 Fixed,Nonmetropolitan,560,1580616,230,330,58.9
2006,Unintentional Injury,MS,0-79,2005 Fixed,All,1627,2814010,514,1113,68.4
2006,Unintentional Injury,MS,0-79,2005 Fixed,Metropolitan,682,1233394,223,459,67.3
2006,Unintentional Injury,MS,0-79,2005 Fixed,Nonmetropolitan,945,1580616,291,654,69.2
2006,Cancer,MO,0-79,2005 Fixed,All,8911,5619423,6607,2304,25.9
2006,Cancer,MO,0-79,2005 Fixed,Metropolitan,6171,4151207,4611,1560,25.3
2006,Cancer,MO,0-79,2005 Fixed,Nonmetropolitan,2740,1468216,1997,746,27.2
2006,Chronic Lower Respiratory Disease,MO,0-79,2005 Fixed,All,1759,5619423,980,779,44.3
2006,Chronic Lower Respiratory Disease,MO,0-79,2005 Fixed,Metropolitan,1157,4151207,676,481,41.6
2006,Chronic Lower Respiratory Disease,MO,0-79,2005 Fixed,Nonmetropolitan,602,1468216,304,298,49.5
2006,Heart Disease,MO,0-79,2005 Fixed,All,6782,5619423,4154,2628,38.7
2006,Heart Disease,MO,0-79,2005 Fixed,Metropolitan,4564,4151207,2897,1667,36.5
2006,Heart Disease,MO,0-79,2005 Fixed,Nonmetropolitan,2218,1468216,1256,962,43.4
2006,Stroke,MO,0-79,2005 Fixed,All,1325,5619423,816,509,38.4
2006,Stroke,MO,0-79,2005 Fixed,Metropolitan,927,4151207,565,362,39.1
2006,Stroke,MO,0-79,2005 Fixed,Nonmetropolitan,398,1468216,250,148,37.2
2006,Unintentional Injury,MO,0-79,2005 Fixed,All,2403,5619423,1046,1357,56.5
2006,Unintentional Injury,MO,0-79,2005 Fixed,Metropolitan,1589,4151207,766,823,51.8
2006,Unintentional Injury,MO,0-79,2005 Fixed,Nonmetropolitan,814,1468216,280,534,65.6
2006,Cancer,MT,0-79,2005 Fixed,All,1305,914998,1138,170,13
2006,Cancer,MT,0-79,2005 Fixed,Metropolitan,425,321966,372,56,13.2
2006,Cancer,MT,0-79,2005 Fixed,Nonmetropolitan,880,593032,766,115,13.1
2006,Chronic Lower Respiratory Disease,MT,0-79,2005 Fixed,All,316,914998,167,150,47.5
2006,Chronic Lower Respiratory Disease,MT,0-79,2005 Fixed,Metropolitan,112,321966,55,59,52.7
2006,Chronic Lower Respiratory Disease,MT,0-79,2005 Fixed,Nonmetropolitan,204,593032,112,93,45.6
2006,Heart Disease,MT,0-79,2005 Fixed,All,812,914998,711,101,12.4
2006,Heart Disease,MT,0-79,2005 Fixed,Metropolitan,245,321966,233,25,10.2
2006,Heart Disease,MT,0-79,2005 Fixed,Nonmetropolitan,567,593032,478,89,15.7
2006,Stroke,MT,0-79,2005 Fixed,All,149,914998,139,11,7.4
2006,Stroke,MT,0-79,2005 Fixed,Metropolitan,48,321966,46,7,14.6
2006,Stroke,MT,0-79,2005 Fixed,Nonmetropolitan,101,593032,93,9,8.9
2006,Unintentional Injury,MT,0-79,2005 Fixed,All,437,914998,173,264,60.4
2006,Unintentional Injury,MT,0-79,2005 Fixed,Metropolitan,95,321966,60,35,36.8
2006,Unintentional Injury,MT,0-79,2005 Fixed,Nonmetropolitan,342,593032,112,230,67.3
2006,Cancer,NE,0-79,2005 Fixed,All,2274,1698813,1916,360,15.8
2006,Cancer,NE,0-79,2005 Fixed,Metropolitan,1278,1062822,1043,241,18.9
2006,Cancer,NE,0-79,2005 Fixed,Nonmetropolitan,996,635991,873,123,12.3
2006,Chronic Lower Respiratory Disease,NE,0-79,2005 Fixed,All,422,1698813,285,137,32.5
2006,Chronic Lower Respiratory Disease,NE,0-79,2005 Fixed,Metropolitan,219,1062822,150,69,31.5
2006,Chronic Lower Respiratory Disease,NE,0-79,2005 Fixed,Nonmetropolitan,203,635991,135,69,34
2006,Heart Disease,NE,0-79,2005 Fixed,All,1316,1698813,1210,106,8.1
2006,Heart Disease,NE,0-79,2005 Fixed,Metropolitan,696,1062822,654,43,6.2
2006,Heart Disease,NE,0-79,2005 Fixed,Nonmetropolitan,620,635991,556,64,10.3
2006,Stroke,NE,0-79,2005 Fixed,All,308,1698813,238,73,23.7
2006,Stroke,NE,0-79,2005 Fixed,Metropolitan,176,1062822,127,49,27.8
2006,Stroke,NE,0-79,2005 Fixed,Nonmetropolitan,132,635991,111,25,18.9
2006,Unintentional Injury,NE,0-79,2005 Fixed,All,485,1698813,312,173,35.7
2006,Unintentional Injury,NE,0-79,2005 Fixed,Metropolitan,233,1062822,191,52,22.3
2006,Unintentional Injury,NE,0-79,2005 Fixed,Nonmetropolitan,252,635991,121,131,52
2006,Cancer,NV,0-79,2005 Fixed,All,3154,2462580,2677,479,15.2
2006,Cancer,NV,0-79,2005 Fixed,Metropolitan,2744,2210934,2334,412,15
2006,Cancer,NV,0-79,2005 Fixed,Nonmetropolitan,410,251646,343,68,16.6
2006,Chronic Lower Respiratory Disease,NV,0-79,2005 Fixed,All,653,2462580,386,267,40.9
2006,Chronic Lower Respiratory Disease,NV,0-79,2005 Fixed,Metropolitan,552,2210934,336,216,39.1
2006,Chronic Lower Respiratory Disease,NV,0-79,2005 Fixed,Nonmetropolitan,101,251646,51,50,49.5
2006,Heart Disease,NV,0-79,2005 Fixed,All,3103,2462580,1664,1439,46.4
2006,Heart Disease,NV,0-79,2005 Fixed,Metropolitan,2765,2210934,1451,1314,47.5
2006,Heart Disease,NV,0-79,2005 Fixed,Nonmetropolitan,338,251646,213,125,37
2006,Stroke,NV,0-79,2005 Fixed,All,443,2462580,323,120,27.1
2006,Stroke,NV,0-79,2005 Fixed,Metropolitan,385,2210934,282,103,26.8
2006,Stroke,NV,0-79,2005 Fixed,Nonmetropolitan,58,251646,42,16,27.6
2006,Unintentional Injury,NV,0-79,2005 Fixed,All,993,2462580,451,542,54.6
2006,Unintentional Injury,NV,0-79,2005 Fixed,Metropolitan,850,2210934,403,449,52.8
2006,Unintentional Injury,NV,0-79,2005 Fixed,Nonmetropolitan,143,251646,48,95,66.4
2006,Cancer,NH,0-79,2005 Fixed,All,1763,1262008,1456,307,17.4
2006,Cancer,NH,0-79,2005 Fixed,Metropolitan,1017,786919,839,178,17.5
2006,Cancer,NH,0-79,2005 Fixed,Nonmetropolitan,746,475089,617,129,17.3
2006,Chronic Lower Respiratory Disease,NH,0-79,2005 Fixed,All,329,1262008,209,121,36.8
2006,Chronic Lower Respiratory Disease,NH,0-79,2005 Fixed,Metropolitan,185,786919,118,67,36.2
2006,Chronic Lower Respiratory Disease,NH,0-79,2005 Fixed,Nonmetropolitan,144,475089,91,55,38.2
2006,Heart Disease,NH,0-79,2005 Fixed,All,1033,1262008,911,123,11.9
2006,Heart Disease,NH,0-79,2005 Fixed,Metropolitan,588,786919,524,64,10.9
2006,Heart Disease,NH,0-79,2005 Fixed,Nonmetropolitan,445,475089,387,67,15.1
2006,Stroke,NH,0-79,2005 Fixed,All,167,1262008,174,4,2.4
2006,Stroke,NH,0-79,2005 Fixed,Metropolitan,107,786919,99,16,15
2006,Stroke,NH,0-79,2005 Fixed,Nonmetropolitan,60,475089,75,2,3.3
2006,Unintentional Injury,NH,0-79,2005 Fixed,All,340,1262008,236,104,30.6
2006,Unintentional Injury,NH,0-79,2005 Fixed,Metropolitan,190,786919,145,46,24.2
2006,Unintentional Injury,NH,0-79,2005 Fixed,Nonmetropolitan,150,475089,91,59,39.3
2006,Cancer,NJ,0-79,2005 Fixed,All,11665,8323733,9552,2113,18.1
2006,Cancer,NJ,0-79,2005 Fixed,Metropolitan,11665,8323733,9552,2113,18.1
2006,Cancer,NJ,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Chronic Lower Respiratory Disease,NJ,0-79,2005 Fixed,All,1403,8323733,1400,35,2.5
2006,Chronic Lower Respiratory Disease,NJ,0-79,2005 Fixed,Metropolitan,1403,8323733,1400,35,2.5
2006,Chronic Lower Respiratory Disease,NJ,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Heart Disease,NJ,0-79,2005 Fixed,All,7842,8323733,6009,1833,23.4
2006,Heart Disease,NJ,0-79,2005 Fixed,Metropolitan,7842,8323733,6009,1833,23.4
2006,Heart Disease,NJ,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Stroke,NJ,0-79,2005 Fixed,All,1382,8323733,1168,214,15.5
2006,Stroke,NJ,0-79,2005 Fixed,Metropolitan,1382,8323733,1168,214,15.5
2006,Stroke,NJ,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Unintentional Injury,NJ,0-79,2005 Fixed,All,2049,8323733,1548,508,24.8
2006,Unintentional Injury,NJ,0-79,2005 Fixed,Metropolitan,2049,8323733,1548,508,24.8
2006,Unintentional Injury,NJ,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Cancer,NM,0-79,2005 Fixed,All,2207,1900341,2169,75,3.4
2006,Cancer,NM,0-79,2005 Fixed,Metropolitan,1350,1250328,1359,44,3.3
2006,Cancer,NM,0-79,2005 Fixed,Nonmetropolitan,857,650013,810,49,5.7
2006,Chronic Lower Respiratory Disease,NM,0-79,2005 Fixed,All,466,1900341,319,147,31.5
2006,Chronic Lower Respiratory Disease,NM,0-79,2005 Fixed,Metropolitan,262,1250328,197,67,25.6
2006,Chronic Lower Respiratory Disease,NM,0-79,2005 Fixed,Nonmetropolitan,204,650013,122,82,40.2
2006,Heart Disease,NM,0-79,2005 Fixed,All,1604,1900341,1357,247,15.4
2006,Heart Disease,NM,0-79,2005 Fixed,Metropolitan,894,1250328,848,53,5.9
2006,Heart Disease,NM,0-79,2005 Fixed,Nonmetropolitan,710,650013,509,201,28.3
2006,Stroke,NM,0-79,2005 Fixed,All,307,1900341,266,41,13.4
2006,Stroke,NM,0-79,2005 Fixed,Metropolitan,185,1250328,165,20,10.8
2006,Stroke,NM,0-79,2005 Fixed,Nonmetropolitan,122,650013,101,22,18
2006,Unintentional Injury,NM,0-79,2005 Fixed,All,1069,1900341,349,720,67.4
2006,Unintentional Injury,NM,0-79,2005 Fixed,Metropolitan,654,1250328,228,426,65.1
2006,Unintentional Injury,NM,0-79,2005 Fixed,Nonmetropolitan,415,650013,121,294,70.8
2006,Cancer,NY,0-79,2005 Fixed,All,24330,18361795,21015,3315,13.6
2006,Cancer,NY,0-79,2005 Fixed,Metropolitan,22013,16997207,19263,2750,12.5
2006,Cancer,NY,0-79,2005 Fixed,Nonmetropolitan,2317,1364588,1753,567,24.5
2006,Chronic Lower Respiratory Disease,NY,0-79,2005 Fixed,All,3178,18361795,3093,176,5.5
2006,Chronic Lower Respiratory Disease,NY,0-79,2005 Fixed,Metropolitan,2699,16997207,2832,72,2.7
2006,Chronic Lower Respiratory Disease,NY,0-79,2005 Fixed,Nonmetropolitan,479,1364588,262,217,45.3
2006,Heart Disease,NY,0-79,2005 Fixed,All,19890,18361795,13210,6680,33.6
2006,Heart Disease,NY,0-79,2005 Fixed,Metropolitan,18244,16997207,12108,6136,33.6
2006,Heart Disease,NY,0-79,2005 Fixed,Nonmetropolitan,1646,1364588,1102,544,33
2006,Stroke,NY,0-79,2005 Fixed,All,2656,18361795,2581,231,8.7
2006,Stroke,NY,0-79,2005 Fixed,Metropolitan,2392,16997207,2364,203,8.5
2006,Stroke,NY,0-79,2005 Fixed,Nonmetropolitan,264,1364588,216,48,18.2
2006,Unintentional Injury,NY,0-79,2005 Fixed,All,4201,18361795,3435,786,18.7
2006,Unintentional Injury,NY,0-79,2005 Fixed,Metropolitan,3791,16997207,3175,654,17.3
2006,Unintentional Injury,NY,0-79,2005 Fixed,Nonmetropolitan,410,1364588,260,150,36.6
2006,Cancer,NC,0-79,2005 Fixed,All,12808,8635731,9776,3032,23.7
2006,Cancer,NC,0-79,2005 Fixed,Metropolitan,9049,6589976,7052,1997,22.1
2006,Cancer,NC,0-79,2005 Fixed,Nonmetropolitan,3759,2045755,2724,1037,27.6
2006,Chronic Lower Respiratory Disease,NC,0-79,2005 Fixed,All,2424,8635731,1431,993,41
2006,Chronic Lower Respiratory Disease,NC,0-79,2005 Fixed,Metropolitan,1717,6589976,1022,695,40.5
2006,Chronic Lower Respiratory Disease,NC,0-79,2005 Fixed,Nonmetropolitan,707,2045755,409,298,42.1
2006,Heart Disease,NC,0-79,2005 Fixed,All,9079,8635731,6120,2959,32.6
2006,Heart Disease,NC,0-79,2005 Fixed,Metropolitan,6183,6589976,4411,1772,28.7
2006,Heart Disease,NC,0-79,2005 Fixed,Nonmetropolitan,2896,2045755,1709,1187,41
2006,Stroke,NC,0-79,2005 Fixed,All,2058,8635731,1195,863,41.9
2006,Stroke,NC,0-79,2005 Fixed,Metropolitan,1453,6589976,857,596,41
2006,Stroke,NC,0-79,2005 Fixed,Nonmetropolitan,605,2045755,337,268,44.3
2006,Unintentional Injury,NC,0-79,2005 Fixed,All,3461,8635731,1597,1864,53.9
2006,Unintentional Injury,NC,0-79,2005 Fixed,Metropolitan,2388,6589976,1207,1181,49.5
2006,Unintentional Injury,NC,0-79,2005 Fixed,Nonmetropolitan,1073,2045755,390,683,63.7
2006,Cancer,ND,0-79,2005 Fixed,All,903,618303,739,172,19
2006,Cancer,ND,0-79,2005 Fixed,Metropolitan,357,302717,294,69,19.3
2006,Cancer,ND,0-79,2005 Fixed,Nonmetropolitan,546,315586,445,103,18.9
2006,Chronic Lower Respiratory Disease,ND,0-79,2005 Fixed,All,127,618303,111,20,15.7
2006,Chronic Lower Respiratory Disease,ND,0-79,2005 Fixed,Metropolitan,42,302717,43,4,9.5
2006,Chronic Lower Respiratory Disease,ND,0-79,2005 Fixed,Nonmetropolitan,85,315586,69,18,21.2
2006,Heart Disease,ND,0-79,2005 Fixed,All,568,618303,468,100,17.6
2006,Heart Disease,ND,0-79,2005 Fixed,Metropolitan,217,302717,185,33,15.2
2006,Heart Disease,ND,0-79,2005 Fixed,Nonmetropolitan,351,315586,283,68,19.4
2006,Stroke,ND,0-79,2005 Fixed,All,116,618303,93,23,19.8
2006,Stroke,ND,0-79,2005 Fixed,Metropolitan,38,302717,36,6,15.8
2006,Stroke,ND,0-79,2005 Fixed,Nonmetropolitan,78,315586,56,22,28.2
2006,Unintentional Injury,ND,0-79,2005 Fixed,All,205,618303,117,88,42.9
2006,Unintentional Injury,ND,0-79,2005 Fixed,Metropolitan,69,302717,56,19,27.5
2006,Unintentional Injury,ND,0-79,2005 Fixed,Nonmetropolitan,136,315586,61,75,55.1
2006,Cancer,OH,0-79,2005 Fixed,All,17574,11033131,12986,4588,26.1
2006,Cancer,OH,0-79,2005 Fixed,Metropolitan,13601,8730731,10123,3478,25.6
2006,Cancer,OH,0-79,2005 Fixed,Nonmetropolitan,3973,2302400,2862,1111,28
2006,Chronic Lower Respiratory Disease,OH,0-79,2005 Fixed,All,3450,11033131,1921,1529,44.3
2006,Chronic Lower Respiratory Disease,OH,0-79,2005 Fixed,Metropolitan,2579,8730731,1494,1085,42.1
2006,Chronic Lower Respiratory Disease,OH,0-79,2005 Fixed,Nonmetropolitan,871,2302400,427,444,51
2006,Heart Disease,OH,0-79,2005 Fixed,All,12913,11033131,8173,4740,36.7
2006,Heart Disease,OH,0-79,2005 Fixed,Metropolitan,10076,8730731,6373,3703,36.8
2006,Heart Disease,OH,0-79,2005 Fixed,Nonmetropolitan,2837,2302400,1800,1037,36.6
2006,Stroke,OH,0-79,2005 Fixed,All,2306,11033131,1600,706,30.6
2006,Stroke,OH,0-79,2005 Fixed,Metropolitan,1813,8730731,1246,567,31.3
2006,Stroke,OH,0-79,2005 Fixed,Nonmetropolitan,493,2302400,354,139,28.2
2006,Unintentional Injury,OH,0-79,2005 Fixed,All,3784,11033131,2056,1728,45.7
2006,Unintentional Injury,OH,0-79,2005 Fixed,Metropolitan,2834,8730731,1625,1209,42.7
2006,Unintentional Injury,OH,0-79,2005 Fixed,Nonmetropolitan,950,2302400,431,519,54.6
2006,Cancer,OK,0-79,2005 Fixed,All,5521,3468076,4067,1454,26.3
2006,Cancer,OK,0-79,2005 Fixed,Metropolitan,3244,2218811,2418,826,25.5
2006,Cancer,OK,0-79,2005 Fixed,Nonmetropolitan,2277,1249265,1648,629,27.6
2006,Chronic Lower Respiratory Disease,OK,0-79,2005 Fixed,All,1442,3468076,606,836,58
2006,Chronic Lower Respiratory Disease,OK,0-79,2005 Fixed,Metropolitan,822,2218811,354,468,56.9
2006,Chronic Lower Respiratory Disease,OK,0-79,2005 Fixed,Nonmetropolitan,620,1249265,252,368,59.4
2006,Heart Disease,OK,0-79,2005 Fixed,All,4814,3468076,2554,2260,46.9
2006,Heart Disease,OK,0-79,2005 Fixed,Metropolitan,2795,2218811,1515,1280,45.8
2006,Heart Disease,OK,0-79,2005 Fixed,Nonmetropolitan,2019,1249265,1039,980,48.5
2006,Stroke,OK,0-79,2005 Fixed,All,876,3468076,504,372,42.5
2006,Stroke,OK,0-79,2005 Fixed,Metropolitan,525,2218811,296,229,43.6
2006,Stroke,OK,0-79,2005 Fixed,Nonmetropolitan,351,1249265,208,143,40.7
2006,Unintentional Injury,OK,0-79,2005 Fixed,All,1721,3468076,643,1078,62.6
2006,Unintentional Injury,OK,0-79,2005 Fixed,Metropolitan,970,2218811,406,564,58.1
2006,Unintentional Injury,OK,0-79,2005 Fixed,Nonmetropolitan,751,1249265,237,514,68.4
2006,Cancer,OR,0-79,2005 Fixed,All,4944,3526028,4123,821,16.6
2006,Cancer,OR,0-79,2005 Fixed,Metropolitan,3837,2909707,3209,628,16.4
2006,Cancer,OR,0-79,2005 Fixed,Nonmetropolitan,1107,616321,914,193,17.4
2006,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,All,1046,3526028,600,446,42.6
2006,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,Metropolitan,772,2909707,461,311,40.3
2006,Chronic Lower Respiratory Disease,OR,0-79,2005 Fixed,Nonmetropolitan,274,616321,138,136,49.6
2006,Heart Disease,OR,0-79,2005 Fixed,All,2742,3526028,2574,168,6.1
2006,Heart Disease,OR,0-79,2005 Fixed,Metropolitan,2006,2909707,2001,22,1.1
2006,Heart Disease,OR,0-79,2005 Fixed,Nonmetropolitan,736,616321,573,163,22.1
2006,Stroke,OR,0-79,2005 Fixed,All,680,3526028,500,180,26.5
2006,Stroke,OR,0-79,2005 Fixed,Metropolitan,522,2909707,387,135,25.9
2006,Stroke,OR,0-79,2005 Fixed,Nonmetropolitan,158,616321,113,45,28.5
2006,Unintentional Injury,OR,0-79,2005 Fixed,All,1189,3526028,659,530,44.6
2006,Unintentional Injury,OR,0-79,2005 Fixed,Metropolitan,907,2909707,539,368,40.6
2006,Unintentional Injury,OR,0-79,2005 Fixed,Nonmetropolitan,282,616321,120,162,57.4
2006,Cancer,PA,0-79,2005 Fixed,All,19506,11918707,15130,4376,22.4
2006,Cancer,PA,0-79,2005 Fixed,Metropolitan,16888,10481631,13106,3782,22.4
2006,Cancer,PA,0-79,2005 Fixed,Nonmetropolitan,2618,1437076,2024,594,22.7
2006,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,All,2860,11918707,2279,581,20.3
2006,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,Metropolitan,2433,10481631,1970,463,19
2006,Chronic Lower Respiratory Disease,PA,0-79,2005 Fixed,Nonmetropolitan,427,1437076,309,118,27.6
2006,Heart Disease,PA,0-79,2005 Fixed,All,14113,11918707,9571,4542,32.2
2006,Heart Disease,PA,0-79,2005 Fixed,Metropolitan,12030,10481631,8292,3738,31.1
2006,Heart Disease,PA,0-79,2005 Fixed,Nonmetropolitan,2083,1437076,1280,803,38.6
2006,Stroke,PA,0-79,2005 Fixed,All,2586,11918707,1887,699,27
2006,Stroke,PA,0-79,2005 Fixed,Metropolitan,2238,10481631,1633,605,27
2006,Stroke,PA,0-79,2005 Fixed,Nonmetropolitan,348,1437076,254,94,27
2006,Unintentional Injury,PA,0-79,2005 Fixed,All,4085,11918707,2272,1813,44.4
2006,Unintentional Injury,PA,0-79,2005 Fixed,Metropolitan,3501,10481631,1992,1509,43.1
2006,Unintentional Injury,PA,0-79,2005 Fixed,Nonmetropolitan,584,1437076,280,304,52.1
2006,Cancer,RI,0-79,2005 Fixed,All,1468,1012532,1183,295,20.1
2006,Cancer,RI,0-79,2005 Fixed,Metropolitan,1468,1012532,1183,295,20.1
2006,Cancer,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,All,231,1012532,175,56,24.2
2006,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,Metropolitan,231,1012532,175,56,24.2
2006,Chronic Lower Respiratory Disease,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Heart Disease,RI,0-79,2005 Fixed,All,980,1012532,746,237,24.2
2006,Heart Disease,RI,0-79,2005 Fixed,Metropolitan,980,1012532,746,237,24.2
2006,Heart Disease,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Stroke,RI,0-79,2005 Fixed,All,133,1012532,146,5,3.8
2006,Stroke,RI,0-79,2005 Fixed,Metropolitan,133,1012532,146,5,3.8
2006,Stroke,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Unintentional Injury,RI,0-79,2005 Fixed,All,313,1012532,191,125,39.9
2006,Unintentional Injury,RI,0-79,2005 Fixed,Metropolitan,313,1012532,191,125,39.9
2006,Unintentional Injury,RI,0-79,2005 Fixed,Nonmetropolitan,,,,,
2006,Cancer,SC,0-79,2005 Fixed,All,6691,4220712,4959,1740,26
2006,Cancer,SC,0-79,2005 Fixed,Metropolitan,5313,3490204,4009,1311,24.7
2006,Cancer,SC,0-79,2005 Fixed,Nonmetropolitan,1378,730508,950,428,31.1
2006,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,All,1225,4220712,727,498,40.7
2006,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,Metropolitan,964,3490204,586,378,39.2
2006,Chronic Lower Respiratory Disease,SC,0-79,2005 Fixed,Nonmetropolitan,261,730508,142,119,45.6
2006,Heart Disease,SC,0-79,2005 Fixed,All,5255,4220712,3095,2160,41.1
2006,Heart Disease,SC,0-79,2005 Fixed,Metropolitan,4104,3490204,2501,1603,39.1
2006,Heart Disease,SC,0-79,2005 Fixed,Nonmetropolitan,1151,730508,594,557,48.4
2006,Stroke,SC,0-79,2005 Fixed,All,1099,4220712,605,494,44.9
2006,Stroke,SC,0-79,2005 Fixed,Metropolitan,822,3490204,488,334,40.6
2006,Stroke,SC,0-79,2005 Fixed,Nonmetropolitan,277,730508,117,160,57.8
2006,Unintentional Injury,SC,0-79,2005 Fixed,All,2028,4220712,785,1243,61.3
2006,Unintentional Injury,SC,0-79,2005 Fixed,Metropolitan,1594,3490204,647,947,59.4
2006,Unintentional Injury,SC,0-79,2005 Fixed,Nonmetropolitan,434,730508,138,296,68.2
2006,Cancer,SD,0-79,2005 Fixed,All,987,747367,879,108,10.9
2006,Cancer,SD,0-79,2005 Fixed,Metropolitan,423,339993,361,63,14.9
2006,Cancer,SD,0-79,2005 Fixed,Nonmetropolitan,564,407374,518,53,9.4
2006,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,All,184,747367,132,52,28.3
2006,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,Metropolitan,80,339993,52,29,36.3
2006,Chronic Lower Respiratory Disease,SD,0-79,2005 Fixed,Nonmetropolitan,104,407374,80,24,23.1
2006,Heart Disease,SD,0-79,2005 Fixed,All,693,747367,555,138,19.9
2006,Heart Disease,SD,0-79,2005 Fixed,Metropolitan,260,339993,226,34,13.1
2006,Heart Disease,SD,0-79,2005 Fixed,Nonmetropolitan,433,407374,329,104,24
2006,Stroke,SD,0-79,2005 Fixed,All,120,747367,110,15,12.5
2006,Stroke,SD,0-79,2005 Fixed,Metropolitan,44,339993,44,4,9.1
2006,Stroke,SD,0-79,2005 Fixed,Nonmetropolitan,76,407374,66,12,15.8
2006,Unintentional Injury,SD,0-79,2005 Fixed,All,342,747367,138,204,59.6
2006,Unintentional Injury,SD,0-79,2005 Fixed,Metropolitan,123,339993,62,61,49.6
2006,Unintentional Injury,SD,0-79,2005 Fixed,Nonmetropolitan,219,407374,76,143,65.3
2006,Cancer,TN,0-79,2005 Fixed,All,9836,5891104,6860,2976,30.3
2006,Cancer,TN,0-79,2005 Fixed,Metropolitan,7047,4494295,4962,2085,29.6
2006,Cancer,TN,0-79,2005 Fixed,Nonmetropolitan,2789,1396809,1899,890,31.9
2006,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,All,1929,5891104,1005,924,47.9
2006,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,Metropolitan,1369,4494295,720,649,47.4
2006,Chronic Lower Respiratory Disease,TN,0-79,2005 Fixed,Nonmetropolitan,560,1396809,285,275,49.1
2006,Heart Disease,TN,0-79,2005 Fixed,All,7956,5891104,4289,3667,46.1
2006,Heart Disease,TN,0-79,2005 Fixed,Metropolitan,5544,4494295,3100,2444,44.1
2006,Heart Disease,TN,0-79,2005 Fixed,Nonmetropolitan,2412,1396809,1189,1223,50.7
2006,Stroke,TN,0-79,2005 Fixed,All,1549,5891104,837,712,46
2006,Stroke,TN,0-79,2005 Fixed,Metropolitan,1151,4494295,602,549,47.7
2006,Stroke,TN,0-79,2005 Fixed,Nonmetropolitan,398,1396809,235,163,41
2006,Unintentional Injury,TN,0-79,2005 Fixed,All,2819,5891104,1096,1723,61.1
2006,Unintentional Injury,TN,0-79,2005 Fixed,Metropolitan,1907,4494295,829,1078,56.5
